HSC,CMP,GMP,B,Mono,MEP,EryA,NK,CD8,CD4,Gran
Cirbp,260,287,202,118,89,225,34,66,173,138,584
Cirh1a,90,258,264,18,28,364,6,10,79,31,113
Cisd1,217,502,411,55,162,776,197,9,125,31,326
Cisd2,184,527,605,86,258,717,339,57,186,145,743
Cisd3,65,154,177,62,48,23,20,43,126,77,209
Cish,174,38,45,6,15,29,246,10,53,198,352
Cit,100,156,138,17,8,297,513,2,22,0,148
Cited1,0,2,0,1,0,0,0,0,0,0,4
Cited2,393,620,658,35,316,147,13,70,114,90,1291
Cited4,269,43,117,2,23,769,182,67,4,2,174
Ciz1,347,367,344,203,148,427,140,72,168,237,615
Ckap2,83,189,177,4,13,305,377,2,14,4,132
Ckap2l,147,384,205,2,33,609,750,4,15,2,324
Ckap4,329,1013,1300,103,360,133,26,2,13,9,4218
Ckap5,113,276,240,36,47,348,411,34,94,57,427
Ckb,33,25,16,3,226,23,24,16,15,77,534
Cklf,54,115,150,78,154,165,68,42,123,100,997
Ckm,0,20,22,0,5,4,0,7,121,0,6
Ckmt1,0,0,0,0,0,0,0,0,0,0,0
Ckmt2,0,0,0,0,0,0,0,0,1,0,0
Cks1b,148,626,627,2,54,723,453,6,32,19,399
Cks1brt,1,3,4,0,0,7,4,0,0,0,5
Cks2,127,402,478,11,79,794,666,21,30,13,652
Clasp1,72,204,166,54,42,300,76,15,55,48,762
Clasp2,53,97,96,8,30,107,40,17,37,23,283
Clasrp,220,363,261,147,132,394,81,63,155,141,734
Clca1,0,0,0,1,0,0,0,0,0,0,0
Clca2,0,0,0,0,0,0,0,0,0,0,0
Clca3a1,118,30,12,0,3,277,83,0,2,0,7
Clca3a2,3,0,0,0,0,0,0,0,0,0,1
Clca3b,4,0,0,0,0,0,0,0,0,0,0
Clca4a,0,0,0,0,0,0,0,0,0,0,0
Clca4b,0,0,0,0,0,0,0,0,0,0,1
Clca4c-ps,0,0,0,0,0,0,0,0,0,0,0
Clcc1,31,112,137,16,37,131,30,20,53,32,172
Clcf1,70,96,56,181,8,15,24,122,360,231,256
Clcf1-pold4,0,0,0,0,0,0,0,0,0,0,0
Clcn1,0,1,0,1,0,0,0,0,0,0,1
Clcn2,52,48,29,19,4,265,168,3,36,15,58
Clcn3,128,264,269,102,94,690,822,55,192,129,631
Clcn4,288,415,361,197,327,527,169,137,366,367,1095
Clcn5,0,2,1,2,3,0,0,0,0,1,2
Clcn6,31,56,71,25,40,42,14,18,42,48,204
Clcn7,83,155,168,68,176,236,132,42,97,82,397
Clcnka,0,0,0,0,0,0,0,0,0,0,0
Clcnkb,0,0,0,0,0,0,0,0,0,0,0
Cldn1,0,1,0,0,0,1,1,0,0,0,189
Cldn10,5,5,1,13,0,43,2,0,17,29,20
Cldn11,0,0,0,0,0,0,0,0,0,0,1
Cldn12,19,15,10,0,1,1,0,0,2,2,24
Cldn13,33,21,12,0,9,878,702,0,0,0,125
Cldn14,0,0,0,0,0,0,0,0,0,0,0
Cldn15,29,105,309,0,5,12,0,0,0,0,857
Cldn16,0,0,0,0,0,0,0,0,0,0,0
Cldn17,0,0,0,0,0,0,0,0,0,0,0
Cldn18,16,10,8,0,12,14,16,0,0,0,36
Cldn19,20,7,8,1,3,8,16,3,0,1,15
Cldn2,0,0,0,0,0,0,0,0,0,0,0
Cldn20,0,1,0,0,1,4,0,0,0,0,2
Cldn22,0,0,0,0,0,0,0,0,0,0,0
Cldn23,0,0,0,0,0,0,0,0,0,0,0
Cldn24,0,0,0,0,0,0,0,0,0,0,0
Cldn3,0,0,0,0,0,0,0,0,0,0,1
Cldn34-ps,0,0,0,0,0,0,0,0,0,0,0
Cldn34a,0,0,0,0,0,0,0,0,0,0,0
Cldn34b1,0,0,0,0,0,0,0,0,0,0,0
Cldn34b2,0,0,0,0,0,0,0,0,0,0,0
Cldn34b3,0,0,0,0,0,0,0,0,0,0,0
Cldn34b4,0,0,0,0,0,0,0,0,0,0,0
Cldn34c1,4,20,10,0,2,51,21,0,1,3,5
Cldn34c4,0,0,0,0,0,0,0,0,0,0,0
Cldn34d,0,0,0,0,0,0,0,0,0,0,0
Cldn4,16,1,0,0,0,0,0,0,0,0,0
Cldn5,35,0,0,0,0,0,0,0,0,0,1
Cldn6,0,0,0,0,0,0,0,0,0,0,0
Cldn7,37,2,1,3,0,0,1,0,1,0,1
Cldn8,0,0,0,0,0,0,0,0,0,0,0
Cldn9,0,2,0,0,0,0,0,0,0,0,0
Cldnd1,103,259,278,50,148,324,43,22,84,90,384
Cldnd2,2,2,5,0,0,2,0,12,8,0,2
Clec10a,3,82,67,0,140,29,0,0,2,0,203
Clec11a,37,54,95,8,4,17,0,3,9,3,14
Clec12a,56,773,1025,38,655,51,9,49,4,3,1242
Clec12b,0,0,0,0,0,0,0,0,0,0,1
Clec14a,5,0,0,0,0,3,0,0,0,0,0
Clec16a,41,71,58,36,34,70,14,14,30,37,292
Clec18a,0,0,0,0,0,0,0,0,0,0,0
Clec1a,41,3,0,0,2,0,0,1,0,0,22
Clec1b,0,2,2,0,2,0,5,3,0,0,319
Clec2d,410,473,298,272,465,290,86,250,563,492,959
Clec2e,0,0,0,1,0,0,0,0,0,0,0
Clec2f,0,3,0,1,2,1,0,0,0,0,0
Clec2g,0,2,0,3,3,0,0,1,0,0,7
Clec2h,3,3,0,7,1,3,1,1,0,3,1
Clec2i,34,58,52,266,295,24,27,74,251,174,287
Clec2l,0,0,0,0,1,1,3,0,0,0,19
Clec3a,0,0,0,0,0,0,0,0,0,0,0
Clec3b,0,4,1,0,0,5,0,0,1,0,8
Clec4a1,6,20,21,3,688,22,42,140,2,4,567
Clec4a2,22,4,54,0,234,23,3,1,0,0,1292
Clec4a3,0,26,23,5,593,20,4,110,2,5,152
Clec4a4,0,1,0,0,24,2,0,0,0,0,64
Clec4b1,0,3,4,0,34,6,0,7,0,0,42
Clec4b2,3,0,1,0,0,0,0,0,0,0,17
Clec4d,54,58,27,0,18,44,7,0,1,0,1978
Clec4e,3,73,59,0,76,5,5,20,1,0,1355
Clec4f,0,0,0,0,0,0,0,0,0,0,0
Clec4g,0,0,0,0,0,0,0,0,0,0,21
Clec4n,0,2,0,1,39,1,16,6,0,1,123
Clec5a,17,55,220,0,78,16,3,0,1,0,1473
Clec7a,33,197,232,0,912,33,4,20,0,1,1277
Clec9a,3,34,2,2,10,8,0,0,0,0,344
Clgn,0,0,2,0,1,9,31,0,0,0,1
Clhc1,0,0,0,0,0,0,0,0,1,0,0
Clic1,785,1095,1055,390,861,917,300,373,749,579,2200
Clic3,0,0,5,2,0,0,0,0,0,0,8
Clic4,216,492,304,97,213,1140,665,65,70,37,923
Clic5,10,17,14,0,0,1,0,2,1,0,4
Clic6,0,0,0,0,0,0,0,0,0,0,0
Clint1,310,767,738,155,415,1075,135,106,351,312,2128
Clip1,314,609,598,61,360,613,47,78,391,353,2066
Clip2,34,33,25,7,13,15,3,7,3,9,213
Clip3,148,0,1,0,0,0,0,3,0,4,13
Clip4,4,5,3,0,8,9,5,55,1,2,3
Clk1,245,502,482,312,342,463,143,146,451,428,801
Clk2,146,315,273,95,121,309,61,65,200,175,605
Clk2-scamp3,0,0,0,0,0,0,0,0,0,0,0
Clk3,283,337,342,152,233,429,484,98,237,170,865
Clk4,58,141,169,117,77,180,57,37,147,129,463
Clmn,8,3,5,1,5,3,2,1,2,5,25
Clmp,13,3,1,0,2,1,0,1,3,0,173
Cln3,366,205,216,50,238,173,18,133,228,152,1307
Cln5,91,254,250,70,131,171,30,37,49,62,791
Cln6,281,325,290,13,108,396,47,13,65,60,229
Cln8,50,155,163,2,273,185,611,22,25,27,759
Clnk,6,27,8,0,1,1,0,20,4,0,31
Clns1a,280,701,752,113,192,861,99,68,231,150,521
Clock,30,50,46,29,62,29,2,20,53,33,147
Clp1,26,213,204,36,60,255,184,17,84,59,350
Clpb,103,274,293,11,32,390,47,9,41,58,313
Clpp,259,326,425,71,52,621,70,37,127,72,247
Clps,0,0,0,0,0,0,0,0,0,0,0
Clpsl2,0,0,0,0,0,0,0,0,0,0,0
Clptm1,421,432,459,180,247,654,252,113,233,236,883
Clptm1l,118,418,488,78,263,623,114,85,193,132,906
Clpx,120,230,197,24,60,364,92,28,61,50,346
Clrn1,0,0,0,0,0,0,1,0,0,1,3
Clrn2,0,0,0,0,0,0,0,0,0,0,0
Clrn3,0,0,0,0,0,0,0,0,0,0,0
Clspn,125,417,324,10,24,842,625,2,20,5,326
Clstn1,321,150,123,17,25,500,12,28,91,56,317
Clstn2,0,0,0,0,0,0,0,0,0,0,0
Clstn3,149,71,48,0,4,155,2,0,1,0,2
Clta,710,1209,1197,332,926,1242,432,243,685,418,1728
Cltb,130,163,123,27,61,195,136,29,79,70,321
Cltc,172,456,446,169,291,651,257,93,182,162,951
Clu,40,33,40,0,0,5,1,0,1,4,132
Cluap1,181,267,243,49,62,326,22,19,106,84,334
Cluh,395,637,612,98,158,953,22,31,174,98,357
Clvs1,0,0,0,0,0,0,0,0,0,0,0
Clvs2,0,0,0,0,0,0,0,0,0,0,0
Clybl,44,81,64,17,7,365,70,7,52,15,75
Cma1,0,0,6,2,0,0,0,341,2,1,21
Cma2,0,0,0,0,0,0,0,0,0,0,0
Cmah,10,32,6,446,11,57,41,73,956,488,1195
Cmas,408,514,499,51,281,553,725,71,209,157,857
Cmbl,1,1,0,0,0,0,11,0,1,0,189
Cmc1,148,216,183,21,94,243,13,38,105,129,145
Cmc2,133,448,471,47,52,728,594,24,95,64,562
Cmc4,81,99,98,32,27,139,139,22,51,44,96
Cmip,1010,1264,1085,333,985,1339,1026,424,804,562,3885
Cmklr1,0,5,1,0,63,0,2,65,6,0,128
Cmpk1,252,797,746,131,606,762,284,122,196,196,1337
Cmpk2,131,183,170,47,280,467,333,19,53,26,1266
Cmss1,52,156,141,1,11,235,9,3,20,11,35
Cmtm1,0,1,0,0,0,0,0,0,0,0,1
Cmtm2a,0,1,1,0,3,2,2,2,3,0,10
Cmtm2b,0,0,0,0,0,0,0,0,0,0,0
Cmtm3,106,349,360,21,393,71,13,12,30,52,408
Cmtm4,43,21,23,4,9,21,2,0,14,43,117
Cmtm5,0,0,0,0,0,0,0,0,0,0,0
Cmtm6,214,439,414,147,495,455,47,115,284,268,1880
Cmtm7,700,1078,1162,163,444,647,36,93,229,187,1203
Cmtm8,52,9,35,6,2,1,1,0,0,0,105
Cmtr1,0,3,4,0,0,2,1,0,0,0,5
Cmtr2,33,63,59,3,18,71,1,3,11,7,72
Cmya5,0,0,0,0,2,0,0,4,17,5,35
Cnbd2,223,560,529,326,415,109,121,146,82,77,572
Cnbp,949,1634,1468,432,450,1750,551,238,732,589,1021
Cndp1,0,0,0,0,0,0,0,0,0,0,1
Cndp2,164,293,296,58,271,354,37,37,137,60,625
Cnep1r1,58,166,127,37,61,237,49,24,69,53,170
Cnfn,0,0,0,0,0,0,0,0,0,0,0
Cnga1,0,0,0,1,0,0,0,2,39,22,0
Cnga2,4,0,0,0,0,0,0,0,0,0,1
Cnga3,1,2,2,1,0,2,0,0,0,1,39
Cnga4,0,0,0,0,0,0,0,0,0,0,17
Cngb1,85,63,64,0,0,24,0,0,1,0,7
Cngb3,0,0,0,0,0,0,0,0,0,0,0
Cnih1,238,627,650,93,189,710,164,65,185,119,307
Cnih2,0,6,4,1,3,1,0,5,6,6,23
Cnih3,0,0,0,0,0,0,0,0,0,0,0
Cnih4,116,362,374,60,169,274,111,39,83,51,587
Cnksr1,1,0,0,0,0,0,0,0,2,0,0
Cnksr2,1,0,0,0,0,0,0,0,0,0,0
Cnksr3,76,98,69,16,33,112,1,4,24,27,130
Cnn1,0,0,0,0,0,1,1,0,1,0,2
Cnn2,772,823,805,651,866,347,132,464,1178,1079,3252
Cnn3,19,310,155,138,29,259,23,5,51,48,104
Cnnm1,1,0,0,0,1,5,0,0,0,0,17
Cnnm2,51,55,40,13,10,228,190,5,19,10,89
Cnnm3,145,271,210,23,104,238,23,31,75,44,347
Cnnm4,36,97,92,19,69,54,13,11,36,24,411
Cnot1,297,669,639,138,214,717,164,100,301,226,962
Cnot10,136,327,355,103,110,477,115,29,151,115,355
Cnot11,260,298,285,57,86,404,82,40,130,106,557
Cnot2,136,432,365,133,110,457,141,70,193,164,729
Cnot3,123,149,144,49,64,204,164,20,85,51,431
Cnot4,297,345,283,127,127,360,215,54,150,168,600
Cnot6,333,991,808,158,235,1348,193,112,330,313,938
Cnot6l,363,886,690,295,325,562,15,190,613,520,1011
Cnot7,95,199,223,54,65,319,17,29,92,70,376
Cnot8,230,616,590,94,279,611,173,68,213,175,1014
Cnp,333,471,410,336,258,728,73,92,480,363,686
Cnppd1,321,490,472,159,439,826,402,174,409,312,1360
Cnpy1,0,0,0,0,0,0,0,0,0,0,0
Cnpy2,333,702,763,79,224,713,166,72,186,132,661
Cnpy3,257,552,532,136,378,295,33,56,114,84,776
Cnpy4,135,296,333,37,87,307,58,23,60,32,185
Cnr1,5,0,0,0,0,1,0,0,0,1,6
Cnr2,41,25,45,119,60,168,10,7,71,28,457
Cnrip1,11,18,6,7,0,1,0,18,7,5,28
Cnst,54,82,104,25,54,145,91,17,61,84,331
Cntd1,2,9,1,1,0,3,3,0,5,1,12
Cntf,0,0,0,0,0,0,0,0,0,0,0
Cntfr,0,0,0,0,0,0,0,0,0,0,1
Cntln,267,290,147,8,31,159,76,13,5,16,287
Cntn1,1,1,0,0,0,0,0,0,0,0,4
Cntn2,1,0,0,0,0,0,1,1,0,0,0
Cntn3,8,0,0,0,0,1,0,0,0,0,0
Cntn4,0,0,0,0,0,0,0,0,0,0,0
Cntn5,0,0,0,0,0,0,0,0,0,0,0
Cntn6,2,0,0,0,0,0,0,0,0,0,0
Cntnap1,0,16,21,0,4,6,4,0,4,2,14
Cntnap2,2,5,0,0,0,0,0,0,0,0,1
Cntnap3,0,0,0,0,0,0,0,0,0,0,0
Cntnap4,1,0,0,0,0,0,0,0,0,0,0
Cntnap5a,0,0,0,0,0,0,0,0,0,0,0
Cntnap5b,0,0,0,0,0,0,0,0,0,0,0
Cntnap5c,0,0,0,0,0,0,0,0,0,0,0
Cntrl,443,753,607,271,272,530,209,153,484,405,1791
Cntrob,79,208,146,28,22,200,128,10,43,29,150
Coa3,236,364,356,60,148,551,192,64,186,104,781
Coa4,62,78,95,15,59,83,18,11,22,20,402
Coa5,169,398,424,95,215,658,44,48,164,137,801
Coa6,119,267,337,62,109,405,65,42,120,95,448
Coa7,102,151,159,43,47,241,12,8,38,39,171
Coasy,88,251,305,35,74,313,24,21,68,49,400
Cobl,0,0,0,0,0,0,0,0,3,0,0
Cobll1,37,23,11,46,3,2,2,26,18,5,51
Coch,0,0,0,0,0,0,2,0,1,0,46
Cog1,62,98,51,30,23,110,31,16,18,17,134
Cog2,132,221,196,52,118,334,82,48,137,96,591
Cog3,84,155,125,33,70,229,46,23,63,49,267
Cog4,90,246,275,70,72,325,156,34,99,52,730
Cog5,38,76,51,19,37,49,9,9,45,38,136
Cog6,67,107,93,24,28,164,9,15,54,30,266
Cog7,73,171,185,37,49,187,43,18,43,15,376
Cog8,148,180,150,97,80,260,58,29,118,70,615
Coil,151,165,155,20,36,238,15,11,70,54,217
Col10a1,0,0,0,0,0,7,1,1,0,2,10
Col11a1,0,0,0,0,0,0,0,0,0,0,0
Col11a2,66,70,63,42,13,23,14,16,63,88,337
Col12a1,5,1,1,0,3,1,0,0,0,0,0
Col13a1,8,0,0,0,0,0,0,0,0,0,0
Col14a1,0,1,1,3,1,1,6,0,0,2,258
Col15a1,0,0,0,0,1,2,1,0,7,5,31
Col16a1,66,8,5,0,0,4,0,0,0,3,1
Col17a1,0,0,0,0,0,8,0,0,0,0,24
Col18a1,36,4,2,0,0,6,12,0,0,1,4
Col19a1,11,11,4,0,2,3,3,0,0,0,26
Col1a1,18,21,25,4,13,18,11,2,6,13,102
Col1a2,61,4,3,0,0,33,0,2,0,5,8
Col20a1,5,0,3,1,2,7,1,4,14,11,78
Col22a1,0,0,0,0,0,0,0,0,0,0,0
Col23a1,0,3,0,8,0,2,1,0,55,30,224
Col24a1,0,0,0,0,0,0,0,0,0,0,0
Col25a1,5,1,1,0,0,0,0,0,0,0,0
Col26a1,0,0,0,0,0,0,0,0,0,0,0
Col27a1,1,2,1,33,11,5,1,2,6,6,260
Col28a1,0,0,0,0,0,0,0,0,0,0,0
Col2a1,0,1,0,0,0,0,0,0,0,3,0
Col3a1,0,0,0,0,0,0,0,0,1,0,4
Col4a1,128,3,1,0,5,5,0,0,0,0,23
Col4a2,107,16,6,0,0,10,0,0,0,0,46
Col4a3,38,29,31,0,12,25,16,5,2,5,50
Col4a3bp,181,239,251,98,124,176,143,78,151,136,1050
Col4a4,8,3,1,0,3,4,3,0,3,1,10
Col4a5,0,0,0,0,0,0,0,0,0,0,6
Col4a6,0,0,1,0,0,0,0,0,2,0,0
Col5a1,130,24,13,0,6,810,358,1,0,0,87
Col5a2,0,0,0,0,0,0,0,0,0,0,0
Col5a3,15,0,6,5,0,2,0,0,1,0,14
Col6a1,0,0,0,0,0,0,0,0,0,0,0
Col6a2,0,0,0,0,0,0,0,0,0,0,0
Col6a3,8,0,0,0,0,0,0,0,0,0,0
Col6a4,0,0,0,0,0,0,0,0,0,0,4
Col6a5,0,0,0,0,0,0,0,0,2,0,0
Col6a6,1,0,0,0,0,0,0,0,0,0,0
Col7a1,29,9,13,9,6,1,9,4,7,7,72
Col8a1,2,0,0,0,0,0,0,0,0,0,0
Col8a2,4,0,3,0,0,0,0,11,5,0,3
Col9a1,0,0,0,0,0,0,0,0,0,0,0
Col9a2,0,0,0,0,0,1,0,0,0,0,2
Col9a3,0,6,5,2,7,15,9,9,13,18,44
Colec10,1,0,0,0,0,0,0,0,0,0,0
Colec11,0,0,0,0,1,3,0,0,2,2,0
Colec12,2,1,0,0,5,0,0,0,0,0,12
Colgalt1,264,909,822,242,363,682,72,127,190,138,916
Colgalt2,0,0,0,0,0,0,0,0,0,0,1
Colq,2,0,1,5,0,0,0,1,14,8,46
Commd1,223,473,492,45,166,601,201,29,85,44,704
Commd10,83,137,120,18,78,124,24,23,76,47,286
Commd2,70,248,253,30,95,282,20,36,72,37,396
Commd3,185,554,505,97,169,651,149,106,214,158,612
Commd4,470,481,536,299,339,595,118,128,392,324,733
Commd5,98,168,215,29,84,287,71,23,69,47,503
Commd6,81,163,164,43,89,187,75,28,67,44,603
Commd7,372,625,617,112,325,552,39,123,312,213,824
Commd8,121,311,296,103,315,360,151,46,192,144,819
Commd9,190,253,280,38,103,278,27,19,94,58,297
Comp,0,3,1,12,3,3,1,0,2,1,14
Comt,338,465,530,88,319,1066,637,72,142,120,592
Comtd1,294,361,416,37,72,587,35,47,159,88,1012
Copa,256,586,592,115,291,539,93,119,240,199,953
Copb1,134,349,332,91,205,402,15,66,153,124,440
Copb2,292,681,754,122,289,795,207,97,261,174,807
Cope,633,898,971,191,487,850,271,185,411,266,1140
Copg1,370,532,648,118,178,638,149,78,213,188,695
Copg2,46,201,147,17,99,209,20,16,27,24,495
Coprs,23,80,108,1,8,67,3,1,4,0,78
Cops2,210,532,518,67,206,750,135,54,167,122,232
Cops3,56,145,147,21,26,212,21,11,27,23,82
Cops4,220,444,467,91,118,605,113,45,178,103,609
Cops5,267,528,558,79,192,769,166,43,151,103,567
Cops6,146,308,359,59,127,494,98,41,122,66,491
Cops7a,496,738,763,122,186,830,40,66,226,165,469
Cops7b,47,144,154,26,55,219,47,20,62,38,308
Cops8,202,479,492,88,185,683,104,67,229,143,1032
Copz1,407,721,781,120,513,858,359,117,275,199,1351
Copz2,45,19,17,0,9,2,0,3,0,0,50
Coq10a,81,126,121,38,77,114,12,19,59,25,208
Coq10b,13,29,29,12,27,68,53,20,33,5,301
Coq2,321,479,492,83,176,537,67,48,181,105,358
Coq3,68,132,109,27,45,273,9,13,48,34,150
Coq4,49,205,245,16,24,297,32,2,26,9,404
Coq5,190,359,312,61,72,511,132,24,115,83,374
Coq6,177,272,209,44,45,381,43,23,76,48,182
Coq7,34,171,166,9,26,324,31,2,18,12,170
Coq9,165,271,292,44,109,458,96,31,103,76,364
Corin,0,2,0,0,0,0,0,1,0,0,2
Coro1a,959,1383,1364,839,1446,515,293,592,1428,1372,3449
Coro1b,602,770,775,328,903,741,213,242,490,439,1658
Coro1c,311,584,506,67,305,574,140,93,236,155,1144
Coro2a,117,719,612,92,207,84,12,128,80,109,708
Coro2b,47,3,3,0,0,3,2,0,2,19,21
Coro6,0,0,0,0,0,0,0,0,0,0,0
Coro7,172,561,588,193,210,250,26,101,216,243,940
Cort,0,3,5,0,0,16,1,0,1,0,3
Cotl1,559,793,786,385,975,325,115,279,912,750,2246
Cox10,274,474,518,71,112,662,24,49,231,163,397
Cox11,48,106,113,15,29,246,195,7,47,45,246
Cox14,313,565,536,111,297,609,225,52,257,178,1060
Cox15,118,240,252,37,95,347,44,19,59,52,430
Cox16,9,34,31,5,16,28,0,2,13,8,82
Cox17,385,574,604,223,233,1108,596,150,317,212,1616
Cox18,93,181,190,53,36,279,33,10,65,54,147
Cox19,73,197,201,23,82,323,94,17,59,39,404
Cox20,163,313,340,101,111,535,237,59,166,150,446
Cox4i1,973,1259,1364,504,805,1427,705,257,756,794,2283
Cox4i2,2,7,8,0,0,0,0,0,0,0,7
Cox5a,589,1257,1304,225,539,1322,344,189,559,361,1601
Cox5b,707,1259,1324,293,718,1439,666,263,706,416,1722
Cox6a1,980,1347,1410,415,944,1626,810,380,853,644,1844
Cox6a2,0,95,27,5,1,5,0,3,28,4,225
Cox6b1,641,879,918,212,495,1127,520,172,471,326,1657
Cox6b2,360,236,216,5,48,752,253,1,7,8,75
Cox6c,379,896,975,184,435,1099,439,161,425,271,1220
Cox7a1,6,16,10,0,4,10,2,1,5,3,33
Cox7a2,261,566,712,101,230,932,453,80,212,137,950
Cox7a2l,665,1075,1043,381,763,1128,355,282,1013,857,1873
Cox7b,443,838,828,180,393,1023,286,124,396,253,676
Cox7b2,0,0,0,0,0,1,0,0,0,0,0
Cox7c,33,53,56,7,26,87,48,4,28,13,130
Cox8a,815,1142,1145,263,599,1244,553,226,593,325,1510
Cox8b,0,0,0,0,0,0,0,0,8,0,0
Cox8c,1,0,0,0,0,0,0,0,0,0,0
Cp,6,21,21,0,6,3,0,2,0,0,43
Cpa1,0,0,0,0,0,0,0,0,0,0,0
Cpa2,1,5,10,0,0,0,0,0,1,0,8
Cpa3,25,252,264,0,5,25,0,0,1,0,28
Cpa4,0,0,0,0,0,0,0,0,0,0,0
Cpa5,0,0,0,0,0,0,0,0,0,0,0
Cpa6,0,2,1,0,0,0,0,0,0,0,0
Cpb1,2,1,0,0,0,0,0,0,1,2,0
Cpb2,0,0,0,1,0,0,1,0,0,0,0
Cpd,47,140,186,2,69,128,20,19,2,16,1273
Cpe,0,0,1,0,0,0,0,0,1,6,50
Cpeb1,0,0,0,0,0,0,0,0,0,3,1
Cpeb2,4,14,29,9,29,20,0,14,16,22,310
Cpeb3,2,3,1,0,17,30,150,0,2,0,60
Cpeb4,13,40,38,37,45,51,609,16,43,43,786
Cped1,11,3,6,0,2,0,0,0,0,0,1
Cphx1,0,0,0,0,0,0,0,0,0,0,0
Cphx2,0,0,0,0,0,0,0,0,0,0,0
Cphx3,0,0,0,0,0,0,0,0,0,0,0
Cplx1,0,0,0,0,0,0,1,0,0,0,1
Cplx2,99,16,5,41,1,31,7,2,3,2,131
Cplx3,0,0,0,0,0,0,0,0,0,0,0
Cplx4,0,0,0,0,0,0,0,0,0,0,0
Cpm,22,5,1,121,1,8,13,0,96,113,62
Cpn1,0,5,0,0,0,0,0,0,0,0,8
Cpn2,0,1,0,0,0,0,0,0,0,0,0
Cpne1,90,209,190,73,185,212,40,79,142,129,709
Cpne2,474,505,566,1,46,667,69,3,5,3,1510
Cpne3,163,497,474,92,355,86,3,102,138,131,2268
Cpne4,0,0,0,0,0,0,0,0,0,0,8
Cpne5,7,63,76,20,0,3,2,0,1,0,9
Cpne6,0,0,0,0,0,0,0,0,0,0,0
Cpne7,13,2,0,0,0,17,0,86,35,12,38
Cpne8,22,3,10,4,4,5,18,3,4,7,76
Cpne9,0,2,3,0,4,18,2,0,5,6,3
Cpox,175,213,215,35,115,1853,1500,15,64,51,318
Cpped1,81,140,143,7,37,203,8,8,9,6,154
Cpq,115,220,225,0,44,128,5,5,11,10,211
Cps1,2,0,0,0,0,0,0,0,0,0,0
Cpsf1,337,482,509,130,168,617,83,65,220,161,471
Cpsf2,548,962,776,251,279,1646,383,55,149,124,1224
Cpsf3,358,626,668,194,295,694,75,129,367,251,964
Cpsf3l,141,289,290,54,87,387,104,25,135,113,426
Cpsf4,216,363,304,70,112,433,189,58,180,112,439
Cpsf4l,0,2,0,0,0,1,0,2,2,2,1
Cpsf6,210,540,542,143,131,798,166,59,146,188,830
Cpsf7,208,392,292,125,162,413,200,71,217,179,773
Cpt1a,238,488,505,125,504,529,101,83,155,147,820
Cpt1b,0,0,0,0,0,0,0,0,0,0,0
Cpt1c,54,2,2,0,0,75,9,0,0,0,22
Cpt2,103,185,214,18,59,340,54,23,40,15,472
Cptp,27,80,99,13,22,148,29,6,18,10,237
Cpvl,0,1,7,0,0,0,0,0,0,3,0
Cpxcr1,0,0,0,0,0,0,0,0,0,0,0
Cpxm1,55,19,5,0,3,12,1,1,2,3,20
Cpxm2,0,0,0,0,0,0,1,0,0,0,0
Cpz,0,0,0,0,0,0,0,0,0,0,0
Cr1l,188,333,320,105,155,459,149,120,237,154,605
Cr2,5,3,6,943,2,4,66,7,14,13,374
Crabp1,0,0,0,0,0,0,0,0,0,0,0
Crabp2,0,1,0,0,0,0,0,0,3,1,0
Cracr2a,0,0,4,2,0,0,0,1,4,0,3
Cracr2b,92,11,45,0,16,5,2,1,2,1,48
Cradd,39,43,21,4,21,56,8,8,24,15,190
Cramp1l,138,252,259,77,97,393,227,36,115,98,502
Crat,68,90,131,46,91,258,404,17,13,4,391
Crb1,0,0,0,0,0,0,0,0,0,0,0
Crb2,0,1,0,0,0,0,0,0,1,0,0
Crb3,0,1,0,5,1,0,0,2,5,4,17
Crbn,39,98,112,96,52,180,16,12,108,117,245
Crcp,113,218,256,52,142,431,137,38,114,56,522
Crct1,0,0,0,0,0,0,0,0,0,0,0
Creb1,124,433,336,116,231,372,90,80,299,201,1231
Creb3,27,72,59,30,73,83,13,33,64,51,571
Creb3l1,21,24,35,1,13,1,2,5,9,9,234
Creb3l2,9,15,21,0,7,23,1,1,4,0,25
Creb3l3,0,12,17,0,8,0,1,0,0,0,100
Creb3l4,2,1,2,0,1,1,0,0,0,0,5
Creb5,1,1,1,0,0,3,0,0,0,0,10
Crebbp,245,390,287,209,258,394,164,90,353,377,1055
Crebl2,0,4,3,3,4,16,5,2,4,1,47
Crebrf,120,186,138,243,194,138,32,136,327,277,891
Crebzf,262,497,398,168,165,700,137,100,294,278,605
Creg1,824,1500,1479,59,1000,2002,1639,108,128,82,2734
Creg2,1,0,0,0,9,0,0,0,0,0,13
Creld1,65,45,100,21,18,67,2,6,19,38,115
Creld2,118,328,391,54,66,294,89,24,64,42,525
Crem,21,34,19,19,14,50,50,12,9,16,114
Crh,0,0,0,0,0,0,0,0,0,0,0
Crhbp,5,0,0,0,0,0,0,0,0,0,2
Crhr1,0,0,0,0,0,0,0,0,0,0,0
Crhr2,0,0,0,0,0,0,0,0,0,0,0
Crim1,81,50,10,7,3,26,0,43,66,46,113
Crip1,702,587,436,403,1075,579,123,325,755,558,896
Crip2,55,10,5,2,10,527,381,1,10,0,347
Crip3,0,0,0,31,0,0,1,0,0,0,7
Cript,55,172,161,56,129,179,192,43,134,74,911
Crisp1,0,0,0,0,0,0,0,0,0,0,0
Crisp2,1,0,1,0,0,5,0,0,0,0,0
